Name,Platform,Year,Genre,Publisher,Global_Sales,Meta_Score,User_Score
GUILTY GEAR XX ACCENT CORE,WII,2007.0,Fighting,505 Games,0.04,75,8.3
7 DAYS TO DIE,XONE,2016.0,Action,Telltale Games,0.04,35,54.0
PAC-MAN WORLD RALLY,PSP,2006.0,Racing,Namco Bandai Games,0.04,51,7.5
HEROES OF MIGHT AND MAGIC V,PC,2006.0,Strategy,Ubisoft,0.04,77,8.0
HELLBOY: THE SCIENCE OF EVIL,PSP,2008.0,Action,Konami Digital Entertainment,0.04,42,6.5
FERRARI CHALLENGE TROFEO PIRELLI,PS3,2008.0,Racing,System 3 Arcade Software,0.04,71,6.1
IMPERIAL GLORY,PC,2005.0,Strategy,Eidos Interactive,0.04,69,8.0
LOST PLANET 3,PC,2013.0,Shooter,Capcom,0.04,61,6.2
RISE OF NATIONS,PC,2003.0,Strategy,Microsoft Game Studios,0.04,89,8.8
WARJETZ,PS2,2001.0,Shooter,3DO,0.04,59,5.5
GITAROO MAN LIVES!,PSP,2006.0,Misc,Tecmo Koei,0.04,80,8.4
XCOM 2,PS4,2016.0,Strategy,Take-Two Interactive,0.04,87,73.0
COMPANY OF HEROES: OPPOSING FRONTS,PC,2007.0,Strategy,THQ,0.04,87,8.7
MEN OF WAR: VIETNAM,PC,2011.0,Strategy,Unknown,0.04,68,5.3
SWAT: TARGET LIBERTY,PSP,2007.0,Shooter,Vivendi Games,0.04,50,6.2
OUTRUN 2006: COAST 2 COAST,PSP,2006.0,Racing,Sega,0.04,82,8.3
AEON FLUX,PS2,2005.0,Action,THQ,0.04,66,5.8
OFF-ROAD DRIVE,PC,2011.0,Racing,1C Company,0.04,60,5.9
GRAND THEFT AUTO: VICE CITY,PC,2003.0,Action,Take-Two Interactive,0.04,94,8.8
METEOS: DISNEY MAGIC,DS,2007.0,Puzzle,Disney Interactive Studios,0.04,74,6.6
RESIDENT EVIL: OPERATION RACCOON CITY,PC,2012.0,Action,Capcom,0.04,48,4.2
INFAMOUS: FIRST LIGHT,PS4,2014.0,Action,Sony Computer Entertainment,0.04,73,74.0
ONE PIECE: BURNING BLOOD,XONE,2016.0,Fighting,Namco Bandai Games,0.04,60,64.0
EMPIRE EARTH III,PC,2007.0,Strategy,Vivendi Games,0.04,50,3.2
FISHERMAN'S CHALLENGE,PS2,2003.0,Sports,Konami Digital Entertainment,0.04,67,6.8
PATRICIAN IV,PC,2010.0,Strategy,Kalypso Media,0.04,66,6.3
SURF'S UP,PS3,2007.0,Sports,Ubisoft,0.04,59,5.1
RESIDENT EVIL: REVELATIONS,PC,2013.0,Action,Capcom,0.04,77,7.2
BROTHERS IN ARMS DS,DS,2007.0,Shooter,Ubisoft,0.04,72,8.1
HEADHUNTER: REDEMPTION,PS2,2004.0,Action,Sega,0.04,62,6.4
BOMBERMAN: ACT ZERO,X360,2006.0,Puzzle,Konami Digital Entertainment,0.04,34,2.3
STOKED: BIG AIR EDITION,X360,2009.0,Sports,Namco Bandai Games,0.04,72,7.7
CASTLEVANIA: LORDS OF SHADOW 2,PC,2014.0,Action,Konami Digital Entertainment,0.04,58,7.7
TWIN STRIKE: OPERATION THUNDER,WII,2008.0,Shooter,Zoo Games,0.04,50,7.7
THE MOVIES,PC,2005.0,Simulation,Activision,0.04,84,8.2
SCARFACE: THE WORLD IS YOURS,PC,2006.0,Action,Vivendi Games,0.04,73,7.7
BLOOD BOWL,PC,2009.0,Sports,Focus Home Interactive,0.04,72,6.5
SUPREME COMMANDER: FORGED ALLIANCE,PC,2007.0,Strategy,THQ,0.04,81,8.9
SID MEIER'S RAILROADS!,PC,2006.0,Simulation,Take-Two Interactive,0.04,77,5.6
CAESAR IV,PC,2006.0,Strategy,Vivendi Games,0.04,74,7.8
SONG OF THE DEEP,XONE,2016.0,Action,Insomniac Games,0.04,66,71.0
HARRY POTTER AND THE ORDER OF THE PHOENIX,PC,2007.0,Action,Electronic Arts,0.04,63,5.5
STOLEN,PS2,2005.0,Action,Hip Interactive,0.04,51,7.1
HALO: COMBAT EVOLVED,PC,2003.0,Shooter,Microsoft Game Studios,0.04,83,7.7
HATSUNE MIKU: PROJECT DIVA X,PS4,2016.0,Misc,Sega,0.04,78,73.0
SAINTS ROW 2,PC,2009.0,Action,THQ,0.04,72,6.8
HARRY POTTER AND THE PRISONER OF AZKABAN,PC,2004.0,Action,Electronic Arts,0.04,67,7.6
LEGO JURASSIC WORLD,PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.04,72,7.4
SECRET FILES 2: PURITAS CORDIS,PC,2009.0,Adventure,Deep Silver,0.04,64,6.8
RABBIDS LAND,WIIU,2012.0,Misc,Ubisoft,0.04,52,53.0
RODEA THE SKY SOLDIER,3DS,2015.0,Action,Nippon Ichi Software,0.04,45,5.7
ECHO NIGHT BEYOND,PS2,2004.0,Adventure,Indie Games,0.04,60,8.6
LITTLE RED RIDING HOOD'S ZOMBIE BBQ,DS,2008.0,Shooter,Destineer,0.04,68,7.7
RAILROAD TYCOON 3,PC,2003.0,Strategy,Gathering of Developers,0.04,80,7.7
RESIDENT EVIL 6,XONE,2016.0,Shooter,Capcom,0.04,63,64.0
TEENAGE ZOMBIES: INVASION OF THE ALIEN BRAIN THINGYS,DS,2008.0,Adventure,Ignition Entertainment,0.04,67,8.2
RUGBY 08,PS2,2007.0,Sports,Electronic Arts,0.04,74,7.4
CY GIRLS,PS2,2004.0,Action,Konami Digital Entertainment,0.04,53,8.8
C.O.R.E.,DS,2009.0,Shooter,Graffiti,0.04,44,6.9
TRINE 2,PC,2011.0,Platform,Focus Home Interactive,0.04,84,8.3
SCALER,GC,2004.0,Platform,Take-Two Interactive,0.04,69,7.3
LEGASISTA,PS3,2012.0,Role-Playing,Nippon Ichi Software,0.04,68,6.4
THE NIGHT OF THE RABBIT,PC,2013.0,Adventure,Daedalic Entertainment,0.04,75,7.6
WITHOUT WARNING,PS2,2005.0,Shooter,Capcom,0.04,45,5.8
AGE OF MYTHOLOGY: THE TITANS,PC,2003.0,Strategy,Microsoft Game Studios,0.04,84,8.8
NAPOLEON DYNAMITE: THE GAME,PSP,2007.0,Puzzle,Crave Entertainment,0.04,37,4.6
WORLD OF GOO,PC,2008.0,Puzzle,2D Boy,0.04,90,8.4
WORLD IN CONFLICT,PC,2007.0,Strategy,Vivendi Games,0.04,89,8.1
S.T.A.L.K.E.R.: CLEAR SKY,PC,2008.0,Shooter,Deep Silver,0.04,75,7.7
SD GUNDAM FORCE: SHOWDOWN!,PS2,2004.0,Shooter,Namco Bandai Games,0.04,58,3.5
TOMB RAIDER: ANNIVERSARY,PC,2007.0,Action,Eidos Interactive,0.04,83,8.1
ALPHA PROTOCOL,PC,2010.0,Role-Playing,Sega,0.04,72,7.5
DARKSTAR ONE,PC,2006.0,Simulation,Ubisoft,0.04,71,7.2
A GAME OF THRONES: GENESIS,PC,2011.0,Strategy,Focus Home Interactive,0.04,53,4.1
HITMAN: BLOOD MONEY,PC,2006.0,Action,Eidos Interactive,0.04,82,8.8
ASSASSIN'S CREED CHRONICLES: CHINA,PS4,2015.0,Action,Ubisoft,0.04,69,60.0
THE CURSED CRUSADE,PC,2011.0,Action,DTP Entertainment,0.04,55,5.6
STAR WARS JEDI KNIGHT: JEDI ACADEMY,PC,2003.0,Shooter,Activision,0.04,81,8.6
MIGHT & MAGIC X: LEGACY,PC,2014.0,Role-Playing,Ubisoft,0.04,71,7.3
ADVENTURE TIME: EXPLORE THE DUNGEON BECAUSE I DON'T KNOW!,WIIU,2013.0,Action,D3Publisher,0.03,40,50.0
SUPREME RULER: COLD WAR,PC,2011.0,Strategy,Paradox Interactive,0.03,63,6.7
ASTERIX & OBELIX: KICK BUTTIX,PS2,2004.0,Action,Atari,0.03,59,7.7
BOUNTY HOUNDS,PSP,2006.0,Action,Namco Bandai Games,0.03,63,6.2
APACHE: AIR ASSAULT,PC,2010.0,Simulation,Just Flight,0.03,64,7.3
TOUR DE FRANCE 2014,PS4,2014.0,Sports,Focus Home Interactive,0.03,53,53.0
RISE OF NATIONS: RISE OF LEGENDS,PC,2006.0,Strategy,Microsoft Game Studios,0.03,84,8.4
MOTOGP,PSP,2006.0,Racing,Sony Computer Entertainment,0.03,69,7.4
RED FACTION II,GC,2003.0,Shooter,THQ,0.03,79,7.8
BATTLE ENGINE AQUILA,PS2,2003.0,Shooter,Atari,0.03,73,7.8
ASTONISHIA STORY,PSP,2006.0,Role-Playing,Ubisoft,0.03,48,5.6
TEENAGE MUTANT NINJA TURTLES: MUTANTS IN MANHATTAN,XONE,2016.0,Action,Activision,0.03,55,60.0
BATTLE ASSAULT 3 FEATURING GUNDAM SEED,PS2,2004.0,Action,Namco Bandai Games,0.03,48,8.7
CRIMSON TEARS,PS2,2004.0,Role-Playing,Capcom,0.03,62,8.0
RED FACTION: GUERRILLA,PC,2009.0,Shooter,THQ,0.03,82,7.6
RACE ON,PC,2009.0,Racing,bitComposer Games,0.03,73,7.5
OVERLORD II,PC,2009.0,Action,Codemasters,0.03,79,8.1
CALL OF JUAREZ: BOUND IN BLOOD,PC,2009.0,Shooter,Ubisoft,0.03,78,7.9
THE SUM OF ALL FEARS,GC,2003.0,Shooter,Ubisoft,0.03,36,3.4
NASCAR HEAT EVOLUTION,PS4,2016.0,Racing,Dusenberry Martin Racing,0.03,66,44.0
PRINCE OF PERSIA: THE FORGOTTEN SANDS,PC,2010.0,Action,Ubisoft,0.03,75,6.8
TRIALS FUSION,PC,2014.0,Racing,Ubisoft,0.03,80,6.9
LEGEND OF THE DRAGON,PSP,2007.0,Fighting,Game Factory,0.03,38,5.3
EARTHWORM JIM 2,GBA,2002.0,Platform,Vivendi Games,0.03,45,5.6
COMBAT MISSION: SHOCK FORCE,PC,2007.0,Strategy,Paradox Interactive,0.03,62,3.2
MEN OF WAR,PC,2009.0,Strategy,505 Games,0.03,80,8.0
TOY SHOP,DS,2008.0,Simulation,Majesco Entertainment,0.03,31,5.0
METROID PRIME: FEDERATION FORCE,3DS,2016.0,Action,Nintendo,0.03,64,5.5
SONIC BOOM: FIRE & ICE,3DS,2016.0,Platform,Sega,0.03,62,7.2
NEVERWINTER NIGHTS,PC,2002.0,Role-Playing,Atari,0.03,91,8.2
THE INNER WORLD,PC,2013.0,Adventure,Headup Games,0.03,72,7.7
DANCE FACTORY,PS2,2006.0,Action,Codemasters,0.03,56,6.0
F1 2002,GC,2002.0,Racing,Electronic Arts,0.03,72,7.8
GUILTY GEAR XX ACCENT CORE PLUS,WII,2009.0,Fighting,PQube,0.03,76,7.6
HOMEWORLD 2,PC,2003.0,Strategy,Vivendi Games,0.03,83,8.4
HEARTS OF IRON IV,PC,2016.0,Strategy,Paradox Interactive,0.03,83,7.5
RAYMAN 3: HOODLUM HAVOC,PC,2003.0,Platform,Ubisoft,0.03,74,8.1
ZERO ESCAPE: VIRTUE'S LAST REWARD,3DS,2012.0,Adventure,Rising Star Games,0.03,88,8.7
DARKSTALKERS RESURRECTION,PS3,2013.0,Fighting,Capcom,0.03,80,7.4
TAKE ON HELICOPTERS,PC,2011.0,Simulation,Unknown,0.03,70,6.7
EMPIRE EARTH II,PC,2005.0,Strategy,Vivendi Games,0.03,79,7.2
HARRY POTTER AND THE HALF-BLOOD PRINCE,PC,2009.0,Action,Electronic Arts,0.03,64,5.1
AWAY: SHUFFLE DUNGEON,DS,2008.0,Role-Playing,Majesco Entertainment,0.03,65,6.8
SUNNY GARCIA SURFING,PS2,2001.0,Sports,Ubisoft,0.03,61,7.9
TRANSFORMERS: DEVASTATION,PC,2015.0,Action,Activision,0.03,74,7.4
SECTION 8,PC,2009.0,Shooter,SouthPeak Games,0.03,72,6.9
HOT PIXEL,PSP,2007.0,Puzzle,Atari,0.03,55,7.0
S.L.A.I.: STEEL LANCER ARENA INTERNATIONAL,PS2,2005.0,Simulation,Konami Digital Entertainment,0.03,66,7.8
SINS OF A SOLAR EMPIRE,PC,2008.0,Strategy,Pinnacle,0.03,87,8.2
LORDS OF THE FALLEN,PC,2014.0,Role-Playing,Square Enix,0.03,73,6.8
RESIDENT EVIL 4,PC,2007.0,Action,Ubisoft,0.03,76,7.8
POWER RANGERS SUPER MEGAFORCE,3DS,2014.0,Action,Namco Bandai Games,0.03,43,5.0
GTR EVOLUTION,PC,2008.0,Racing,Atari,0.03,83,7.8
DOWNSTREAM PANIC!,PSP,2008.0,Action,Atari,0.03,77,8.0
DOOM 3 BFG EDITION,PC,2012.0,Shooter,Bethesda Softworks,0.03,59,54.0
STAR TREK: TACTICAL ASSAULT,PSP,2006.0,Strategy,Ubisoft,0.03,64,8.4
BRAID,PC,2009.0,Platform,Number None,0.03,90,8.6
STAR WARS: THE FORCE UNLEASHED II,PC,2010.0,Action,LucasArts,0.03,59,5.9
ATOMIC BETTY,GBA,2005.0,Puzzle,Atari,0.03,62,7.9
STREET JAM BASKETBALL,GBA,2004.0,Sports,Zoo Digital Publishing,0.03,35,8.0
COMMANDER: CONQUEST OF THE AMERICAS,PC,2010.0,Strategy,Paradox Interactive,0.03,68,5.3
007: QUANTUM OF SOLACE,PC,2008.0,Action,Activision,0.03,70,6.3
POPEYE: RUSH FOR SPINACH,GBA,2005.0,Platform,Atari,0.03,48,4.2
WORMS,PS3,2009.0,Strategy,Sony Computer Entertainment,0.03,76,6.9
JACK KEANE,PC,2008.0,Adventure,Kalypso Media,0.03,69,6.6
NBA 08,PSP,2007.0,Sports,Sony Computer Entertainment,0.03,75,7.5
SYBERIA,PC,2002.0,Action,Microids,0.03,82,8.5
DRIVER: PARALLEL LINES,WII,2007.0,Racing,Ubisoft,0.03,59,5.7
RACE DRIVER 2006,PSP,2006.0,Racing,Codemasters,0.03,81,7.3
BUFFY THE VAMPIRE SLAYER: WRATH OF THE DARKHUL KING,GBA,2003.0,Action,THQ,0.03,44,8.6
MONSTERS VS. ALIENS,PC,2009.0,Action,Activision,0.03,63,5.2
STELLARIS,PC,2016.0,Strategy,Paradox Interactive,0.03,78,8.0
BOTANICULA,PC,2012.0,Adventure,Daedalic Entertainment,0.03,82,8.3
AGE OF CONAN: RISE OF THE GODSLAYER,PC,2010.0,Role-Playing,Funcom,0.03,83,7.6
BATTLEFIELD VIETNAM,PC,2004.0,Shooter,Electronic Arts,0.03,84,7.5
RIDE,PC,2015.0,Racing,Milestone S.r.l.,0.03,68,5.1
WARHAMMER: MARK OF CHAOS,PC,2006.0,Strategy,Deep Silver,0.03,73,7.3
COSSACKS: EUROPEAN WARS,PC,2001.0,Strategy,Strategy First,0.03,74,8.0
MECHASSAULT: PHANTOM WAR,DS,2006.0,Simulation,Majesco Entertainment,0.03,66,4.5
MAGICKA,PC,2011.0,Role-Playing,Paradox Interactive,0.03,74,7.6
X3: TERRAN CONFLICT,PC,2008.0,Simulation,Deep Silver,0.03,73,7.9
MAX PAYNE,GBA,2003.0,Shooter,Take-Two Interactive,0.03,78,8.3
MAX PAYNE 2: THE FALL OF MAX PAYNE,PC,2003.0,Shooter,Take-Two Interactive,0.03,86,8.9
MYSIMS,PC,2008.0,Simulation,Electronic Arts,0.03,70,7.1
PRO EVOLUTION SOCCER 2017,XONE,2016.0,Sports,Konami Digital Entertainment,0.03,87,58.0
WARSHIP GUNNER 2,PS2,2006.0,Simulation,Tecmo Koei,0.03,62,8.5
GOTCHA FORCE,GC,2003.0,Shooter,Capcom,0.03,56,8.5
STAR WARS THE CLONE WARS: REPUBLIC HEROES,PC,2009.0,Action,LucasArts,0.03,46,4.7
THE GOLF CLUB,XONE,2014.0,Sports,Unknown,0.03,64,53.0
THE SIMS 2: BON VOYAGE,PC,2007.0,Simulation,Electronic Arts,0.03,74,7.6
BUFFY THE VAMPIRE SLAYER: CHAOS BLEEDS,GC,2003.0,Action,Vivendi Games,0.03,75,8.4
MY FROGGER: TOY TRIALS,DS,2006.0,Action,Konami Digital Entertainment,0.03,66,6.0
JET GRIND RADIO,GBA,2003.0,Action,Sega,0.03,74,8.0
BALDUR'S GATE: DARK ALLIANCE,GBA,2004.0,Role-Playing,"Destination Software, Inc",0.03,76,7.1
GRID AUTOSPORT,PC,2014.0,Racing,Codemasters,0.03,78,6.3
BATTLEFIELD 2142,PC,2006.0,Shooter,Electronic Arts,0.03,80,6.8
LOST PLANET 2,PC,2010.0,Shooter,Capcom,0.03,63,6.2
BULLY: SCHOLARSHIP EDITION,PC,2008.0,Action,Take-Two Interactive,0.03,72,7.6
GUILD WARS,PC,2005.0,Role-Playing,NCSoft,0.03,89,8.3
MEDAL OF HONOR: VANGUARD,PS2,2007.0,Shooter,Electronic Arts,0.03,63,6.1
SUPER MONKEY BALL ADVENTURE,PS2,2006.0,Platform,Sega,0.03,53,7.3
CID THE DUMMY,WII,2009.0,Platform,Oxygen Interactive,0.03,31,4.0
JUSTICE LEAGUE HEROES: THE FLASH,GBA,2006.0,Action,Eidos Interactive,0.03,72,7.3
DUNGEON SIEGE II,PC,2005.0,Role-Playing,Microsoft Game Studios,0.03,80,7.8
SWAT 4,PC,2005.0,Shooter,Vivendi Games,0.03,85,8.6
THE LORD OF THE RINGS: CONQUEST,PC,2009.0,Action,Electronic Arts,0.03,57,6.6
CAPCOM DIGITAL COLLECTION,X360,2012.0,Action,Capcom,0.03,65,5.3
BATTLESTATIONS: PACIFIC,PC,2009.0,Strategy,Eidos Interactive,0.03,74,7.8
NEVERWINTER NIGHTS 2,PC,2006.0,Role-Playing,Atari,0.03,82,6.6
BATTLEFIELD 1942,PC,2002.0,Shooter,Electronic Arts,0.03,89,8.5
LEGO PIRATES OF THE CARIBBEAN: THE VIDEO GAME,PC,2011.0,Action,Disney Interactive Studios,0.03,73,7.0
JURASSIC PARK: OPERATION GENESIS,PC,2003.0,Simulation,Vivendi Games,0.03,72,8.7
PSYCHO-PASS: MANDATORY HAPPINESS,PS4,2016.0,Adventure,Nippon Ichi Software,0.03,72,67.0
NAPOLEON DYNAMITE: THE GAME,DS,2007.0,Puzzle,Crave Entertainment,0.03,45,7.3
ZOOCUBE,GC,2002.0,Puzzle,Acclaim Entertainment,0.02,67,6.1
PARAWORLD,PC,2006.0,Strategy,Deep Silver,0.02,71,7.7
SERIOUS SAM ADVANCE,GBA,2004.0,Shooter,Global Star,0.02,51,7.2
THE SETTLERS: RISE OF AN EMPIRE,PC,2007.0,Strategy,Ubisoft,0.02,66,7.3
WARHAMMER ONLINE: AGE OF RECKONING,PC,2008.0,Role-Playing,GOA,0.02,86,7.9
SPY HUNTER: NOWHERE TO RUN,PS2,2006.0,Racing,Midway Games,0.02,51,6.3
LEGO HARRY POTTER: YEARS 1-4,PC,2010.0,Action,Warner Bros. Interactive Entertainment,0.02,79,7.6
VIVA PINATA,PC,2007.0,Simulation,Microsoft Game Studios,0.02,78,7.7
CHILI CON CARNAGE,PSP,2007.0,Shooter,Eidos Interactive,0.02,74,7.4
BUS SIMULATOR 16,PC,2016.0,Simulation,Astragon,0.02,46,5.8
DEMIGOD,PC,2009.0,Strategy,Atari,0.02,76,7.7
STAR TREK ONLINE,PC,2010.0,Role-Playing,Atari,0.02,66,6.2
TROPICO 4: MODERN TIMES,PC,2012.0,Strategy,Kalypso Media,0.02,78,7.6
TOM CLANCY'S RAINBOW SIX: VEGAS 2,PC,2008.0,Shooter,Ubisoft,0.02,78,7.4
GEORGE OF THE JUNGLE AND THE SEARCH FOR THE SECRET,WII,2008.0,Platform,Ignition Entertainment,0.02,35,4.0
SIMCITY SOCIETIES,PC,2007.0,Simulation,Electronic Arts,0.02,63,4.3
BROTHERS IN ARMS: HELL'S HIGHWAY,PC,2008.0,Shooter,Ubisoft,0.02,79,7.7
CITIES XL 2011,PC,2010.0,Simulation,Focus Home Interactive,0.02,70,5.7
INKHEART,DS,2009.0,Adventure,DreamCatcher Interactive,0.02,39,1.8
STREET FIGHTER X TEKKEN,PC,2012.0,Fighting,Capcom,0.02,79,6.4
CEVILLE,PC,2009.0,Action,Kalypso Media,0.02,73,7.0
MAGE KNIGHT: DESTINY'S SOLDIER,DS,2006.0,Strategy,Namco Bandai Games,0.02,59,7.1
F1 RACE STARS,PC,2012.0,Racing,Codemasters,0.02,62,5.6
FALCON 4.0: ALLIED FORCE,PC,2005.0,Simulation,Graphsim Entertainment,0.02,90,7.7
LINE RIDER 2: UNBOUND,WII,2008.0,Puzzle,Deep Silver,0.02,62,6.4
PRISON ARCHITECT,PS4,2016.0,Action,Introversion Software,0.02,80,71.0
TOM CLANCY'S ENDWAR,PC,2009.0,Strategy,Ubisoft,0.02,68,6.7
LEFT 4 DEAD,PC,2008.0,Shooter,Electronic Arts,0.02,89,9.0
DIRT,PC,2007.0,Racing,Codemasters,0.02,84,7.3
FRONTLINES: FUEL OF WAR,PC,2008.0,Shooter,THQ,0.02,73,6.9
TEST DRIVE UNLIMITED,PC,2007.0,Racing,Atari,0.02,79,8.1
RULE OF ROSE,PS2,2006.0,Action,505 Games,0.02,59,8.6
REDCARD 20-03,GC,2002.0,Sports,Midway Games,0.02,71,7.4
PAC-MAN WORLD RALLY,PS2,2006.0,Racing,Namco Bandai Games,0.02,54,7.8
MAX PAYNE,PC,2001.0,Shooter,Take-Two Interactive,0.02,89,9.1
IL-2 STURMOVIK: FORGOTTEN BATTLES,PC,2003.0,Simulation,Ubisoft,0.02,86,8.0
OVERLORD,PC,2007.0,Strategy,Codemasters,0.02,81,8.1
SACRED 3,PC,2014.0,Role-Playing,Deep Silver,0.02,57,1.5
SBK: SNOWBOARD KIDS,DS,2005.0,Sports,Rising Star Games,0.02,63,6.6
AEGIS OF EARTH: PROTONOVUS ASSAULT,PS4,2016.0,Action,PQube,0.02,57,64.0
FREEDOM WINGS,DS,2006.0,Simulation,Natsume,0.02,46,8.0
MOUNT & BLADE,PC,2008.0,Role-Playing,Paradox Interactive,0.02,72,8.6
QUAKE 4,PC,2005.0,Shooter,Activision,0.02,81,7.6
MAXIMUM CAPACITY: HOTEL GIANT,PC,2002.0,Strategy,JoWood Productions,0.02,59,7.7
FUEL,PC,2009.0,Racing,Codemasters,0.02,67,6.8
SERIOUS SAM: NEXT ENCOUNTER,GC,2004.0,Shooter,Global Star,0.02,69,8.4
DARKSIDERS,PS3,2010.0,Action,THQ,0.02,82,7.9
INDIGO PROPHECY,PC,2005.0,Adventure,Atari,0.02,85,8.3
FIFA SOCCER 09,PC,2008.0,Sports,Electronic Arts,0.02,77,6.8
THE LORD OF THE RINGS: THE BATTLE FOR MIDDLE-EARTH II,PC,2006.0,Strategy,Electronic Arts,0.02,84,7.8
KUON,PS2,2004.0,Adventure,Indie Games,0.02,57,7.9
THE FAST AND THE FURIOUS,PSP,2007.0,Racing,Deep Silver,0.02,58,6.5
ORDER OF WAR,PC,2009.0,Strategy,Square Enix,0.02,69,7.1
PAINKILLER,PC,2004.0,Shooter,DreamCatcher Interactive,0.02,81,8.1
SPIDER-MAN: WEB OF SHADOWS,PC,2008.0,Action,Activision,0.02,52,7.7
DUNGEON DEFENDERS,PC,2011.0,Role-Playing,Unknown,0.02,81,7.3
COMMAND & CONQUER: THE FIRST DECADE,PC,2006.0,Strategy,Electronic Arts,0.02,71,8.7
STORMRISE,PC,2009.0,Strategy,Sega,0.02,42,4.9
SPIDER-MAN 3,PC,2007.0,Platform,Activision,0.02,62,6.8
THE LORD OF THE RINGS ONLINE: MINES OF MORIA,PC,2008.0,Role-Playing,Codemasters Online,0.02,85,8.0
PUZZLE QUEST: CHALLENGE OF THE WARLORDS,PSP,2007.0,Puzzle,D3Publisher,0.02,84,7.8
THE TESTAMENT OF SHERLOCK HOLMES,X360,2012.0,Adventure,Focus Home Interactive,0.02,64,7.6
HELLGATE: LONDON,PC,2007.0,Role-Playing,Electronic Arts,0.02,70,6.3
HOMEFRONT: THE REVOLUTION,PC,2016.0,Shooter,Deep Silver,0.02,54,4.0
THE TECHNOMANCER,XONE,2016.0,Role-Playing,Focus Home Interactive,0.02,68,73.0
TOCA RACE DRIVER 3,PC,2006.0,Racing,Codemasters,0.02,84,7.7
RUFF TRIGGER: THE VANOCORE CONSPIRACY,PS2,2006.0,Platform,Natsume,0.02,57,7.0
RIDGE RACER UNBOUNDED,PC,2012.0,Racing,Namco Bandai Games,0.02,72,6.1
DEUS EX: MANKIND DIVIDED,PC,2016.0,Role-Playing,Square Enix,0.02,83,6.8
WORMS,X360,2007.0,Strategy,Microsoft Game Studios,0.02,75,6.9
ROLLERCOASTER TYCOON WORLD,PC,2016.0,Simulation,Atari,0.02,43,2.1
TRAPPED DEAD,PC,2011.0,Strategy,Iceberg Interactive,0.02,50,4.6
MALICE,PS2,2004.0,Platform,Evolved Games,0.02,51,4.8
HEROES OF THE PACIFIC,PC,2005.0,Simulation,Codemasters,0.02,76,7.0
TENKAI KNIGHTS: BRAVE BATTLE,3DS,2014.0,Action,Namco Bandai Games,0.02,26,2.9
MOUNT & BLADE: WARBAND,PC,2010.0,Role-Playing,Paradox Interactive,0.02,78,8.9
PAINKILLER: HELL & DAMNATION,X360,2013.0,Shooter,Nordic Games,0.02,53,6.7
NERVOUS BRICKDOWN,DS,2007.0,Puzzle,Eidos Interactive,0.02,70,7.7
MINI NINJAS,PC,2009.0,Action,Eidos Interactive,0.02,74,8.0
LEGEND OF KAY ANNIVERSARY,PS4,2015.0,Action,Nordic Games,0.02,62,59.0
STARSHIP TROOPERS,PC,2005.0,Shooter,Empire Interactive,0.02,46,6.0
DINO DINI'S KICK OFF REVIVAL,PS4,2016.0,Sports,Avanquest,0.02,31,46.0
MIGHTY NO. 9,WIIU,2016.0,Platform,Deep Silver,0.02,48,43.0
TYCOON CITY: NEW YORK,PC,2006.0,Strategy,Atari,0.02,67,7.9
AGATHA CHRISTIE: THE ABC MURDERS,PC,2016.0,Adventure,Microids,0.02,66,8.5
AGATHA CHRISTIE'S THE ABC MURDERS,PS4,2016.0,Adventure,Microids,0.02,67,61.0
TOM CLANCY'S SPLINTER CELL CLASSIC TRILOGY HD,PS3,2011.0,Action,Ubisoft,0.02,67,6.9
COMMANDOS 3: DESTINATION BERLIN,PC,2003.0,Strategy,Eidos Interactive,0.02,72,7.6
HOGS OF WAR,PS,2000.0,Strategy,Infogrames,0.02,62,8.8
URU: AGES BEYOND MYST,PC,2003.0,Adventure,Ubisoft,0.02,79,7.1
CHARLIE'S ANGELS,GC,2003.0,Action,Ubisoft,0.02,23,3.1
MARVEL AVENGERS: BATTLE FOR EARTH,X360,2012.0,Action,Ubisoft,0.02,62,7.0
THE TALOS PRINCIPLE,PS4,2015.0,Puzzle,Devolver Digital,0.02,88,82.0
LEGENDARY,PC,2008.0,Shooter,Atari,0.02,50,6.4
GARFIELD'S NIGHTMARE,DS,2007.0,Platform,Game Factory,0.02,70,8.4
BLOOD BOWL: LEGENDARY EDITION,PC,2010.0,Sports,Focus Home Interactive,0.02,73,6.3
PIRATES OF THE BURNING SEA,PC,2008.0,Role-Playing,Koch Media,0.02,76,7.6
WORLDSHIFT,PC,2009.0,Strategy,Playlogic Game Factory,0.02,63,7.2
PEGGLE NIGHTS,PC,2008.0,Puzzle,PopCap Games,0.02,76,7.7
COMMAND & CONQUER 3: KANE'S WRATH,PC,2008.0,Strategy,Electronic Arts,0.02,77,8.0
JAMES BOND 007: BLOOD STONE,PC,2010.0,Shooter,Activision,0.02,63,7.3
TOMB RAIDER: LEGEND,PC,2006.0,Action,Eidos Interactive,0.02,82,7.9
EMERGENCY MAYHEM,WII,2008.0,Racing,Codemasters,0.02,40,4.3
COMBAT FLIGHT SIMULATOR 3: BATTLE FOR EUROPE,PC,2002.0,Simulation,Microsoft Game Studios,0.02,69,6.6
LARA CROFT AND THE TEMPLE OF OSIRIS,PC,2014.0,Action,Square Enix,0.02,73,5.7
FINAL FANTASY XIV: HEAVENSWARD,PC,2015.0,Action,Square Enix,0.02,86,8.5
