Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Meta_Score,User_Score
14304,METROID PRIME: FEDERATION FORCE,3DS,2016.0,Action,Nintendo,0.02,0.01,0.01,0.0,0.03,64,5.5
14309,SONIC BOOM: FIRE & ICE,3DS,2016.0,Platform,Sega,0.03,0.0,0.0,0.0,0.03,62,7.2
14330,NEVERWINTER NIGHTS,PC,2002.0,Role-Playing,Atari,0.0,0.03,0.0,0.01,0.03,91,8.2
14333,THE INNER WORLD,PC,2013.0,Adventure,Headup Games,0.0,0.03,0.0,0.0,0.03,72,7.7
14354,DANCE FACTORY,PS2,2006.0,Action,Codemasters,0.02,0.01,0.0,0.0,0.03,56,6.0
14367,F1 2002,GC,2002.0,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03,72,7.8
14372,GUILTY GEAR XX ACCENT CORE PLUS,WII,2009.0,Fighting,PQube,0.01,0.02,0.0,0.0,0.03,76,7.6
14384,HOMEWORLD 2,PC,2003.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.03,83,8.4
14386,HEARTS OF IRON IV,PC,2016.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,83,7.5
14391,RAYMAN 3: HOODLUM HAVOC,PC,2003.0,Platform,Ubisoft,0.0,0.03,0.0,0.01,0.03,74,8.1
14405,ZERO ESCAPE: VIRTUE'S LAST REWARD,3DS,2012.0,Adventure,Rising Star Games,0.03,0.0,0.0,0.0,0.03,88,8.7
14406,DARKSTALKERS RESURRECTION,PS3,2013.0,Fighting,Capcom,0.0,0.0,0.03,0.0,0.03,80,7.4
14407,TAKE ON HELICOPTERS,PC,2011.0,Simulation,Unknown,0.0,0.02,0.0,0.01,0.03,70,6.7
14411,EMPIRE EARTH II,PC,2005.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03,79,7.2
14416,HARRY POTTER AND THE HALF-BLOOD PRINCE,PC,2009.0,Action,Electronic Arts,0.0,0.03,0.0,0.01,0.03,64,5.1
14421,AWAY: SHUFFLE DUNGEON,DS,2008.0,Role-Playing,Majesco Entertainment,0.02,0.0,0.0,0.0,0.03,65,6.8
14433,SUNNY GARCIA SURFING,PS2,2001.0,Sports,Ubisoft,0.02,0.01,0.0,0.0,0.03,61,7.9
14442,TRANSFORMERS: DEVASTATION,PC,2015.0,Action,Activision,0.0,0.03,0.0,0.0,0.03,74,7.4
14450,SECTION 8,PC,2009.0,Shooter,SouthPeak Games,0.01,0.01,0.0,0.0,0.03,72,6.9
14454,HOT PIXEL,PSP,2007.0,Puzzle,Atari,0.03,0.0,0.0,0.0,0.03,55,7.0
14460,S.L.A.I.: STEEL LANCER ARENA INTERNATIONAL,PS2,2005.0,Simulation,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.03,66,7.8
14468,SINS OF A SOLAR EMPIRE,PC,2008.0,Strategy,Pinnacle,0.0,0.02,0.0,0.01,0.03,87,8.2
14472,LORDS OF THE FALLEN,PC,2014.0,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03,73,6.8
14483,RESIDENT EVIL 4,PC,2007.0,Action,Ubisoft,0.0,0.02,0.0,0.01,0.03,76,7.8
14484,POWER RANGERS SUPER MEGAFORCE,3DS,2014.0,Action,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03,43,5.0
14503,GTR EVOLUTION,PC,2008.0,Racing,Atari,0.0,0.02,0.0,0.01,0.03,83,7.8
14507,DOWNSTREAM PANIC!,PSP,2008.0,Action,Atari,0.03,0.0,0.0,0.0,0.03,77,8.0
14519,DOOM 3 BFG EDITION,PC,2012.0,Shooter,Bethesda Softworks,0.0,0.02,0.0,0.01,0.03,59,54.0
14523,STAR TREK: TACTICAL ASSAULT,PSP,2006.0,Strategy,Ubisoft,0.02,0.01,0.0,0.0,0.03,64,8.4
14529,BRAID,PC,2009.0,Platform,Number None,0.0,0.02,0.0,0.01,0.03,90,8.6
14532,STAR WARS: THE FORCE UNLEASHED II,PC,2010.0,Action,LucasArts,0.03,0.0,0.0,0.0,0.03,59,5.9
14536,ATOMIC BETTY,GBA,2005.0,Puzzle,Atari,0.02,0.01,0.0,0.0,0.03,62,7.9
14539,STREET JAM BASKETBALL,GBA,2004.0,Sports,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,35,8.0
14543,COMMANDER: CONQUEST OF THE AMERICAS,PC,2010.0,Strategy,Paradox Interactive,0.0,0.02,0.0,0.01,0.03,68,5.3
14550,007: QUANTUM OF SOLACE,PC,2008.0,Action,Activision,0.01,0.01,0.0,0.0,0.03,70,6.3
14555,POPEYE: RUSH FOR SPINACH,GBA,2005.0,Platform,Atari,0.02,0.01,0.0,0.0,0.03,48,4.2
14565,WORMS,PS3,2009.0,Strategy,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,76,6.9
14571,JACK KEANE,PC,2008.0,Adventure,Kalypso Media,0.0,0.02,0.0,0.0,0.03,69,6.6
14576,NBA 08,PSP,2007.0,Sports,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03,75,7.5
14581,SYBERIA,PC,2002.0,Action,Microids,0.0,0.02,0.0,0.0,0.03,82,8.5
14601,DRIVER: PARALLEL LINES,WII,2007.0,Racing,Ubisoft,0.01,0.01,0.0,0.0,0.03,59,5.7
14614,RACE DRIVER 2006,PSP,2006.0,Racing,Codemasters,0.03,0.0,0.0,0.0,0.03,81,7.3
14616,BUFFY THE VAMPIRE SLAYER: WRATH OF THE DARKHUL KING,GBA,2003.0,Action,THQ,0.02,0.01,0.0,0.0,0.03,44,8.6
14630,MONSTERS VS. ALIENS,PC,2009.0,Action,Activision,0.01,0.01,0.0,0.0,0.03,63,5.2
14638,STELLARIS,PC,2016.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,78,8.0
14649,BOTANICULA,PC,2012.0,Adventure,Daedalic Entertainment,0.0,0.02,0.0,0.0,0.03,82,8.3
14656,AGE OF CONAN: RISE OF THE GODSLAYER,PC,2010.0,Role-Playing,Funcom,0.0,0.02,0.0,0.0,0.03,83,7.6
14658,BATTLEFIELD VIETNAM,PC,2004.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.03,84,7.5
14669,RIDE,PC,2015.0,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03,68,5.1
14673,WARHAMMER: MARK OF CHAOS,PC,2006.0,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.03,73,7.3
14691,COSSACKS: EUROPEAN WARS,PC,2001.0,Strategy,Strategy First,0.0,0.02,0.0,0.0,0.03,74,8.0
14703,MECHASSAULT: PHANTOM WAR,DS,2006.0,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,66,4.5
14704,MAGICKA,PC,2011.0,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.01,0.03,74,7.6
14712,X3: TERRAN CONFLICT,PC,2008.0,Simulation,Deep Silver,0.0,0.02,0.0,0.01,0.03,73,7.9
14714,MAX PAYNE,GBA,2003.0,Shooter,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03,78,8.3
14725,MAX PAYNE 2: THE FALL OF MAX PAYNE,PC,2003.0,Shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,86,8.9
14731,MYSIMS,PC,2008.0,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.03,70,7.1
14741,PRO EVOLUTION SOCCER 2017,XONE,2016.0,Sports,Konami Digital Entertainment,0.0,0.02,0.0,0.0,0.03,87,58.0
14752,WARSHIP GUNNER 2,PS2,2006.0,Simulation,Tecmo Koei,0.01,0.01,0.0,0.0,0.03,62,8.5
14753,GOTCHA FORCE,GC,2003.0,Shooter,Capcom,0.01,0.0,0.01,0.0,0.03,56,8.5
14755,STAR WARS THE CLONE WARS: REPUBLIC HEROES,PC,2009.0,Action,LucasArts,0.0,0.02,0.0,0.0,0.03,46,4.7
14763,THE GOLF CLUB,XONE,2014.0,Sports,Unknown,0.02,0.0,0.0,0.0,0.03,64,53.0
14770,THE SIMS 2: BON VOYAGE,PC,2007.0,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.03,74,7.6
14771,BUFFY THE VAMPIRE SLAYER: CHAOS BLEEDS,GC,2003.0,Action,Vivendi Games,0.02,0.01,0.0,0.0,0.03,75,8.4
14775,MY FROGGER: TOY TRIALS,DS,2006.0,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.03,66,6.0
14776,JET GRIND RADIO,GBA,2003.0,Action,Sega,0.02,0.01,0.0,0.0,0.03,74,8.0
14780,BALDUR'S GATE: DARK ALLIANCE,GBA,2004.0,Role-Playing,"Destination Software, Inc",0.02,0.01,0.0,0.0,0.03,76,7.1
14781,GRID AUTOSPORT,PC,2014.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.03,78,6.3
14786,BATTLEFIELD 2142,PC,2006.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.03,80,6.8
14791,LOST PLANET 2,PC,2010.0,Shooter,Capcom,0.0,0.02,0.0,0.01,0.03,63,6.2
14797,BULLY: SCHOLARSHIP EDITION,PC,2008.0,Action,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,72,7.6
14799,GUILD WARS,PC,2005.0,Role-Playing,NCSoft,0.02,0.0,0.0,0.0,0.03,89,8.3
14805,MEDAL OF HONOR: VANGUARD,PS2,2007.0,Shooter,Electronic Arts,0.0,0.0,0.03,0.0,0.03,63,6.1
14811,SUPER MONKEY BALL ADVENTURE,PS2,2006.0,Platform,Sega,0.01,0.01,0.0,0.0,0.03,53,7.3
14815,CID THE DUMMY,WII,2009.0,Platform,Oxygen Interactive,0.02,0.0,0.0,0.0,0.03,31,4.0
14835,JUSTICE LEAGUE HEROES: THE FLASH,GBA,2006.0,Action,Eidos Interactive,0.02,0.01,0.0,0.0,0.03,72,7.3
14839,DUNGEON SIEGE II,PC,2005.0,Role-Playing,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.03,80,7.8
14844,SWAT 4,PC,2005.0,Shooter,Vivendi Games,0.0,0.02,0.0,0.0,0.03,85,8.6
14857,THE LORD OF THE RINGS: CONQUEST,PC,2009.0,Action,Electronic Arts,0.0,0.02,0.0,0.0,0.03,57,6.6
14864,CAPCOM DIGITAL COLLECTION,X360,2012.0,Action,Capcom,0.02,0.01,0.0,0.0,0.03,65,5.3
14872,BATTLESTATIONS: PACIFIC,PC,2009.0,Strategy,Eidos Interactive,0.0,0.02,0.0,0.0,0.03,74,7.8
14873,NEVERWINTER NIGHTS 2,PC,2006.0,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.03,82,6.6
14875,BATTLEFIELD 1942,PC,2002.0,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,0.03,89,8.5
14887,LEGO PIRATES OF THE CARIBBEAN: THE VIDEO GAME,PC,2011.0,Action,Disney Interactive Studios,0.02,0.0,0.0,0.0,0.03,73,7.0
14889,JURASSIC PARK: OPERATION GENESIS,PC,2003.0,Simulation,Vivendi Games,0.0,0.02,0.0,0.0,0.03,72,8.7
14899,PSYCHO-PASS: MANDATORY HAPPINESS,PS4,2016.0,Adventure,Nippon Ichi Software,0.02,0.0,0.0,0.0,0.03,72,67.0
14902,NAPOLEON DYNAMITE: THE GAME,DS,2007.0,Puzzle,Crave Entertainment,0.02,0.0,0.0,0.0,0.03,45,7.3
14920,ZOOCUBE,GC,2002.0,Puzzle,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,67,6.1
14933,PARAWORLD,PC,2006.0,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.02,71,7.7
14942,SERIOUS SAM ADVANCE,GBA,2004.0,Shooter,Global Star,0.02,0.01,0.0,0.0,0.02,51,7.2
14943,THE SETTLERS: RISE OF AN EMPIRE,PC,2007.0,Strategy,Ubisoft,0.01,0.01,0.0,0.0,0.02,66,7.3
14948,WARHAMMER ONLINE: AGE OF RECKONING,PC,2008.0,Role-Playing,GOA,0.0,0.02,0.0,0.0,0.02,86,7.9
14962,SPY HUNTER: NOWHERE TO RUN,PS2,2006.0,Racing,Midway Games,0.01,0.01,0.0,0.0,0.02,51,6.3
14963,LEGO HARRY POTTER: YEARS 1-4,PC,2010.0,Action,Warner Bros. Interactive Entertainment,0.01,0.01,0.0,0.0,0.02,79,7.6
14965,VIVA PINATA,PC,2007.0,Simulation,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.02,78,7.7
14968,CHILI CON CARNAGE,PSP,2007.0,Shooter,Eidos Interactive,0.0,0.02,0.0,0.01,0.02,74,7.4
14969,BUS SIMULATOR 16,PC,2016.0,Simulation,Astragon,0.0,0.02,0.0,0.0,0.02,46,5.8
14976,DEMIGOD,PC,2009.0,Strategy,Atari,0.0,0.02,0.0,0.0,0.02,76,7.7
14984,STAR TREK ONLINE,PC,2010.0,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.02,66,6.2
14996,TROPICO 4: MODERN TIMES,PC,2012.0,Strategy,Kalypso Media,0.0,0.02,0.0,0.0,0.02,78,7.6
15007,TOM CLANCY'S RAINBOW SIX: VEGAS 2,PC,2008.0,Shooter,Ubisoft,0.0,0.02,0.0,0.0,0.02,78,7.4
15011,GEORGE OF THE JUNGLE AND THE SEARCH FOR THE SECRET,WII,2008.0,Platform,Ignition Entertainment,0.02,0.0,0.0,0.0,0.02,35,4.0
15017,SIMCITY SOCIETIES,PC,2007.0,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.02,63,4.3
15026,BROTHERS IN ARMS: HELL'S HIGHWAY,PC,2008.0,Shooter,Ubisoft,0.0,0.02,0.0,0.0,0.02,79,7.7
15034,CITIES XL 2011,PC,2010.0,Simulation,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,70,5.7
15046,INKHEART,DS,2009.0,Adventure,DreamCatcher Interactive,0.02,0.0,0.0,0.0,0.02,39,1.8
15047,STREET FIGHTER X TEKKEN,PC,2012.0,Fighting,Capcom,0.0,0.02,0.0,0.0,0.02,79,6.4
15049,CEVILLE,PC,2009.0,Action,Kalypso Media,0.0,0.02,0.0,0.0,0.02,73,7.0
15064,MAGE KNIGHT: DESTINY'S SOLDIER,DS,2006.0,Strategy,Namco Bandai Games,0.02,0.0,0.0,0.0,0.02,59,7.1
15068,F1 RACE STARS,PC,2012.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,62,5.6
15076,FALCON 4.0: ALLIED FORCE,PC,2005.0,Simulation,Graphsim Entertainment,0.0,0.02,0.0,0.0,0.02,90,7.7
15080,LINE RIDER 2: UNBOUND,WII,2008.0,Puzzle,Deep Silver,0.02,0.0,0.0,0.0,0.02,62,6.4
15085,PRISON ARCHITECT,PS4,2016.0,Action,Introversion Software,0.01,0.01,0.0,0.0,0.02,80,71.0
15090,TOM CLANCY'S ENDWAR,PC,2009.0,Strategy,Ubisoft,0.0,0.02,0.0,0.0,0.02,68,6.7
15092,LEFT 4 DEAD,PC,2008.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02,89,9.0
15097,DIRT,PC,2007.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,84,7.3
15108,FRONTLINES: FUEL OF WAR,PC,2008.0,Shooter,THQ,0.0,0.02,0.0,0.0,0.02,73,6.9
15124,TEST DRIVE UNLIMITED,PC,2007.0,Racing,Atari,0.0,0.02,0.0,0.0,0.02,79,8.1
15135,RULE OF ROSE,PS2,2006.0,Action,505 Games,0.01,0.01,0.0,0.0,0.02,59,8.6
15136,REDCARD 20-03,GC,2002.0,Sports,Midway Games,0.02,0.0,0.0,0.0,0.02,71,7.4
15140,PAC-MAN WORLD RALLY,PS2,2006.0,Racing,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,54,7.8
15142,MAX PAYNE,PC,2001.0,Shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,0.02,89,9.1
15146,IL-2 STURMOVIK: FORGOTTEN BATTLES,PC,2003.0,Simulation,Ubisoft,0.0,0.02,0.0,0.0,0.02,86,8.0
15147,OVERLORD,PC,2007.0,Strategy,Codemasters,0.0,0.02,0.0,0.0,0.02,81,8.1
15148,SACRED 3,PC,2014.0,Role-Playing,Deep Silver,0.0,0.02,0.0,0.0,0.02,57,1.5
15161,SBK: SNOWBOARD KIDS,DS,2005.0,Sports,Rising Star Games,0.02,0.0,0.0,0.0,0.02,63,6.6
15169,AEGIS OF EARTH: PROTONOVUS ASSAULT,PS4,2016.0,Action,PQube,0.02,0.0,0.0,0.0,0.02,57,64.0
15170,FREEDOM WINGS,DS,2006.0,Simulation,Natsume,0.02,0.0,0.0,0.0,0.02,46,8.0
15177,MOUNT & BLADE,PC,2008.0,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,72,8.6
15185,QUAKE 4,PC,2005.0,Shooter,Activision,0.0,0.02,0.0,0.0,0.02,81,7.6
15186,MAXIMUM CAPACITY: HOTEL GIANT,PC,2002.0,Strategy,JoWood Productions,0.0,0.02,0.0,0.0,0.02,59,7.7
15193,FUEL,PC,2009.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,67,6.8
15194,SERIOUS SAM: NEXT ENCOUNTER,GC,2004.0,Shooter,Global Star,0.02,0.0,0.0,0.0,0.02,69,8.4
15201,DARKSIDERS,PS3,2010.0,Action,THQ,0.01,0.01,0.0,0.0,0.02,82,7.9
15203,INDIGO PROPHECY,PC,2005.0,Adventure,Atari,0.0,0.02,0.0,0.0,0.02,85,8.3
15208,FIFA SOCCER 09,PC,2008.0,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02,77,6.8
15209,THE LORD OF THE RINGS: THE BATTLE FOR MIDDLE-EARTH II,PC,2006.0,Strategy,Electronic Arts,0.01,0.01,0.0,0.0,0.02,84,7.8
15225,KUON,PS2,2004.0,Adventure,Indie Games,0.01,0.01,0.0,0.0,0.02,57,7.9
15231,THE FAST AND THE FURIOUS,PSP,2007.0,Racing,Deep Silver,0.02,0.0,0.0,0.0,0.02,58,6.5
15252,ORDER OF WAR,PC,2009.0,Strategy,Square Enix,0.0,0.01,0.0,0.0,0.02,69,7.1
15254,PAINKILLER,PC,2004.0,Shooter,DreamCatcher Interactive,0.0,0.02,0.0,0.0,0.02,81,8.1
15260,SPIDER-MAN: WEB OF SHADOWS,PC,2008.0,Action,Activision,0.0,0.02,0.0,0.0,0.02,52,7.7
15270,DUNGEON DEFENDERS,PC,2011.0,Role-Playing,Unknown,0.02,0.0,0.0,0.0,0.02,81,7.3
15275,COMMAND & CONQUER: THE FIRST DECADE,PC,2006.0,Strategy,Electronic Arts,0.01,0.01,0.0,0.0,0.02,71,8.7
15294,STORMRISE,PC,2009.0,Strategy,Sega,0.0,0.02,0.0,0.0,0.02,42,4.9
15305,SPIDER-MAN 3,PC,2007.0,Platform,Activision,0.02,0.0,0.0,0.0,0.02,62,6.8
15310,THE LORD OF THE RINGS ONLINE: MINES OF MORIA,PC,2008.0,Role-Playing,Codemasters Online,0.0,0.02,0.0,0.0,0.02,85,8.0
15316,PUZZLE QUEST: CHALLENGE OF THE WARLORDS,PSP,2007.0,Puzzle,D3Publisher,0.01,0.0,0.0,0.0,0.02,84,7.8
15323,THE TESTAMENT OF SHERLOCK HOLMES,X360,2012.0,Adventure,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,64,7.6
15332,HELLGATE: LONDON,PC,2007.0,Role-Playing,Electronic Arts,0.0,0.02,0.0,0.0,0.02,70,6.3
15342,HOMEFRONT: THE REVOLUTION,PC,2016.0,Shooter,Deep Silver,0.0,0.02,0.0,0.0,0.02,54,4.0
15344,THE TECHNOMANCER,XONE,2016.0,Role-Playing,Focus Home Interactive,0.01,0.01,0.0,0.0,0.02,68,73.0
15346,TOCA RACE DRIVER 3,PC,2006.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,84,7.7
15384,RUFF TRIGGER: THE VANOCORE CONSPIRACY,PS2,2006.0,Platform,Natsume,0.01,0.01,0.0,0.0,0.02,57,7.0
15392,RIDGE RACER UNBOUNDED,PC,2012.0,Racing,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02,72,6.1
15412,DEUS EX: MANKIND DIVIDED,PC,2016.0,Role-Playing,Square Enix,0.0,0.02,0.0,0.0,0.02,83,6.8
15417,WORMS,X360,2007.0,Strategy,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.02,75,6.9
15418,ROLLERCOASTER TYCOON WORLD,PC,2016.0,Simulation,Atari,0.0,0.02,0.0,0.0,0.02,43,2.1
15420,TRAPPED DEAD,PC,2011.0,Strategy,Iceberg Interactive,0.0,0.02,0.0,0.0,0.02,50,4.6
15428,MALICE,PS2,2004.0,Platform,Evolved Games,0.01,0.01,0.0,0.0,0.02,51,4.8
15433,HEROES OF THE PACIFIC,PC,2005.0,Simulation,Codemasters,0.0,0.02,0.0,0.0,0.02,76,7.0
15435,TENKAI KNIGHTS: BRAVE BATTLE,3DS,2014.0,Action,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,26,2.9
15436,MOUNT & BLADE: WARBAND,PC,2010.0,Role-Playing,Paradox Interactive,0.01,0.01,0.0,0.0,0.02,78,8.9
15439,PAINKILLER: HELL & DAMNATION,X360,2013.0,Shooter,Nordic Games,0.0,0.01,0.0,0.0,0.02,53,6.7
15442,NERVOUS BRICKDOWN,DS,2007.0,Puzzle,Eidos Interactive,0.0,0.01,0.0,0.0,0.02,70,7.7
15444,MINI NINJAS,PC,2009.0,Action,Eidos Interactive,0.0,0.02,0.0,0.0,0.02,74,8.0
15445,LEGEND OF KAY ANNIVERSARY,PS4,2015.0,Action,Nordic Games,0.0,0.02,0.0,0.0,0.02,62,59.0
15463,STARSHIP TROOPERS,PC,2005.0,Shooter,Empire Interactive,0.0,0.02,0.0,0.0,0.02,46,6.0
15467,DINO DINI'S KICK OFF REVIVAL,PS4,2016.0,Sports,Avanquest,0.0,0.02,0.0,0.0,0.02,31,46.0
15469,MIGHTY NO. 9,WIIU,2016.0,Platform,Deep Silver,0.01,0.01,0.0,0.0,0.02,48,43.0
15471,TYCOON CITY: NEW YORK,PC,2006.0,Strategy,Atari,0.0,0.02,0.0,0.0,0.02,67,7.9
15473,AGATHA CHRISTIE: THE ABC MURDERS,PC,2016.0,Adventure,Microids,0.0,0.02,0.0,0.0,0.02,66,8.5
15484,AGATHA CHRISTIE'S THE ABC MURDERS,PS4,2016.0,Adventure,Microids,0.01,0.01,0.0,0.0,0.02,67,61.0
15485,TOM CLANCY'S SPLINTER CELL CLASSIC TRILOGY HD,PS3,2011.0,Action,Ubisoft,0.02,0.0,0.0,0.0,0.02,67,6.9
15495,COMMANDOS 3: DESTINATION BERLIN,PC,2003.0,Strategy,Eidos Interactive,0.0,0.02,0.0,0.0,0.02,72,7.6
15505,HOGS OF WAR,PS,2000.0,Strategy,Infogrames,0.01,0.01,0.0,0.0,0.02,62,8.8
15513,URU: AGES BEYOND MYST,PC,2003.0,Adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02,79,7.1
15524,CHARLIE'S ANGELS,GC,2003.0,Action,Ubisoft,0.01,0.0,0.0,0.0,0.02,23,3.1
15532,MARVEL AVENGERS: BATTLE FOR EARTH,X360,2012.0,Action,Ubisoft,0.02,0.0,0.0,0.0,0.02,62,7.0
15542,THE TALOS PRINCIPLE,PS4,2015.0,Puzzle,Devolver Digital,0.0,0.02,0.0,0.0,0.02,88,82.0
15544,LEGENDARY,PC,2008.0,Shooter,Atari,0.0,0.01,0.0,0.0,0.02,50,6.4
15561,GARFIELD'S NIGHTMARE,DS,2007.0,Platform,Game Factory,0.01,0.0,0.0,0.0,0.02,70,8.4
15566,BLOOD BOWL: LEGENDARY EDITION,PC,2010.0,Sports,Focus Home Interactive,0.0,0.01,0.0,0.0,0.02,73,6.3
15568,PIRATES OF THE BURNING SEA,PC,2008.0,Role-Playing,Koch Media,0.0,0.01,0.0,0.0,0.02,76,7.6
15574,WORLDSHIFT,PC,2009.0,Strategy,Playlogic Game Factory,0.02,0.0,0.0,0.0,0.02,63,7.2
15592,PEGGLE NIGHTS,PC,2008.0,Puzzle,PopCap Games,0.0,0.01,0.0,0.0,0.02,76,7.7
15604,COMMAND & CONQUER 3: KANE'S WRATH,PC,2008.0,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.02,77,8.0
15608,JAMES BOND 007: BLOOD STONE,PC,2010.0,Shooter,Activision,0.02,0.0,0.0,0.0,0.02,63,7.3
15629,TOMB RAIDER: LEGEND,PC,2006.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02,82,7.9
15630,EMERGENCY MAYHEM,WII,2008.0,Racing,Codemasters,0.02,0.0,0.0,0.0,0.02,40,4.3
15636,COMBAT FLIGHT SIMULATOR 3: BATTLE FOR EUROPE,PC,2002.0,Simulation,Microsoft Game Studios,0.01,0.01,0.0,0.0,0.02,69,6.6
15642,LARA CROFT AND THE TEMPLE OF OSIRIS,PC,2014.0,Action,Square Enix,0.0,0.02,0.0,0.0,0.02,73,5.7
15643,FINAL FANTASY XIV: HEAVENSWARD,PC,2015.0,Action,Square Enix,0.01,0.01,0.0,0.0,0.02,86,8.5
15647,NHL 2K3,GC,2002.0,Sports,Sega,0.01,0.0,0.0,0.0,0.02,89,8.0
15661,SONG OF THE DEEP,PC,2016.0,Action,Insomniac Games,0.02,0.0,0.0,0.0,0.02,71,7.0
15674,UNREAL TOURNAMENT 2004,PC,2004.0,Shooter,Atari,0.0,0.01,0.0,0.0,0.02,93,8.8
15675,NBA 07,PS2,2006.0,Sports,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02,63,6.8
15678,SPIRITS & SPELLS,GC,2003.0,Platform,Wanadoo,0.01,0.0,0.0,0.0,0.02,50,5.7
15684,STRONGHOLD LEGENDS,PC,2006.0,Strategy,Take-Two Interactive,0.0,0.01,0.0,0.0,0.02,57,7.5
15695,SYBERIA II,PC,2004.0,Adventure,MC2 Entertainment,0.0,0.01,0.0,0.0,0.02,80,8.4
15702,LOST: VIA DOMUS,PC,2008.0,Action,Ubisoft,0.0,0.01,0.0,0.0,0.02,52,6.1
15711,POST MORTEM,PC,2003.0,Adventure,Microids,0.0,0.01,0.0,0.0,0.02,71,7.2
15728,DISCIPLES III: RENAISSANCE,PC,2010.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02,56,5.2
15732,GOBLIN COMMANDER: UNLEASH THE HORDE,GC,2003.0,Strategy,Jaleco,0.01,0.0,0.0,0.0,0.02,71,7.8
15748,LEGO STAR WARS II: THE ORIGINAL TRILOGY,PC,2006.0,Action,Activision,0.0,0.01,0.0,0.0,0.02,86,8.1
15751,JUST CAUSE,PC,2006.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02,75,7.0
15753,BLAZING ANGELS: SQUADRONS OF WWII,PC,2006.0,Simulation,Ubisoft,0.01,0.0,0.0,0.0,0.02,65,4.6
15766,DIVINITY: ORIGINAL SIN,PC,2014.0,Role-Playing,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,87,8.7
15770,STILL LIFE 2,PC,2009.0,Adventure,Rondomedia,0.0,0.01,0.0,0.0,0.02,67,5.6
15780,WORMS WORLD PARTY,PC,2001.0,Strategy,Virgin Interactive,0.0,0.01,0.0,0.0,0.02,75,7.8
15784,GEARS OF WAR,PC,2007.0,Shooter,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.02,87,7.7
15788,COLIN MCRAE RALLY 2005,PC,2004.0,Racing,Codemasters,0.0,0.01,0.0,0.0,0.02,83,7.6
15792,DARK VOID,PC,2010.0,Action,Capcom,0.0,0.01,0.0,0.0,0.02,57,5.2
